YearlyIncome,LoanPurpose,CreditRating,RequestedLoanAmount
159030,Home,532,49214.680071
55069,Car,614,16886.990037
84186,Personal,782,17300.460036
75443,Personal,529,38251.230039
29594,Business,386,5893.700088
108528,Business,555,30531.630004
24869,Home,458,62543.880035
113321,Car,748,57923.210026
156978,Business,635,4137.500052
187474,Business,559,39282.780064
110784,Education,429,38664.700051
170460,Personal,693,31128.39006
49171,Business,645,15002.910085
45505,Education,815,11486.250063
43980,Business,383,43515.560098
191556,Car,654,32159.95003
150795,Business,424,62936.040036
64271,Business,742,61286.410035
67758,Education,790,33511.200051
188291,Home,761,52573.620018
51668,Personal,810,48788.420002
84440,Home,437,37151.470065
195977,Personal,719,26980.870034
144060,Business,646,19627.850044
26256,Home,395,34572.590089
68767,Home,379,20714.820015
143563,Education,822,38784.050082
67490,Education,510,55007.580076
42939,Home,465,32036.330076
155814,Business,700,64768.970084
55801,Education,607,63242.950099
29310,Education,433,24696.100011
183131,Education,641,37731.190023
103606,Personal,764,26367.050068
89192,Home,356,44223.150065
70978,Car,646,58959.020046
123389,Home,802,24188.850084
122052,Personal,582,64777.500039
32876,Education,575,46810.560045
170329,Business,485,29670.580043
70172,Home,579,43950.35003
176105,Business,349,37236.720017
147415,Education,703,34568.330094
27059,Personal,437,26686.75001
168580,Home,388,24184.590021
46413,Education,533,62782.590075
55819,Car,473,43771.320098
84614,Car,434,49555.690099
64723,Business,750,8655.870068
195560,Car,338,8225.35004
98645,Personal,737,21418.150091
81875,Car,452,54146.530024
47831,Car,464,36367.150077
99050,Business,816,3114.470019
141819,Car,475,29026.920008
38184,Car,408,1682.230076
111271,Home,521,51081.710001
120419,Business,739,62714.390052
96749,Education,452,7249.210066
179505,Home,374,21503.400096
88360,Car,387,18813.690058
38955,Home,685,19576.700061
107290,Personal,351,60553.240076
183782,Personal,777,38353.530002
103171,Education,651,10761.610033
137858,Personal,730,33119.040022
52552,Car,572,15297.030042
25719,Personal,412,19981.650042
73331,Business,679,5126.430036
53930,Education,680,31695.320093
190734,Personal,307,28251.130009
144545,Personal,512,10612.410067
189828,Car,703,38089.250047
146291,Home,638,12002.030036
165253,Education,411,2880.030071
25298,Home,358,18570.720071
64913,Personal,398,36345.840051
185179,Personal,418,7892.860033
78987,Car,733,49474.700092
86414,Home,742,39278.520072
78163,Car,304,19738.680005
198665,Education,446,60412.570018
95125,Education,582,56243.740089
60382,Education,630,56883.130091
57500,Home,731,3003.640087
23684,Personal,792,43980.180059
92957,Home,753,20638.090075
27060,Car,738,4235.540062
193642,Personal,356,20697.77003
188666,Car,327,18920.26002
179186,Car,342,12470.920049
43543,Home,777,5659.250094
138849,Education,412,29713.200034
162833,Education,612,47978.52004
142178,Car,398,21742.110033
144415,Home,440,43323.740044
30325,Education,735,24943.330042
132274,Education,506,40361.220012
47362,Personal,641,6869.840025
82445,Business,604,58225.850084
130763,Home,806,8949.990018
103418,Business,738,41725.260095
96738,Car,728,25604.040091
147043,Car,613,26384.100079
144415,Education,527,21835.890088
76461,Car,568,34764.410011
114741,Business,312,37782.340028
101328,Education,450,9018.20003
126053,Personal,618,62816.690045
57858,Business,687,61955.64
95204,Home,506,47552.260061
113233,Business,426,5782.870013
77298,Education,526,51844.710087
150040,Personal,767,37795.130069
57267,Car,812,51733.890012
74040,Personal,471,63924.970003
64845,Education,440,55514.830004
193323,Business,330,56469.650057
34819,Education,814,10331.080087
106692,Home,644,42236.77007
45525,Business,614,46921.390047
133441,Personal,643,64176.470002
194798,Personal,678,18050.680039
134618,Home,306,22049.020035
54676,Education,699,62479.940095
78560,Home,337,7117.070049
145066,Business,368,21409.620038
139044,Education,439,48021.150083
20231,Business,809,26678.220085
183240,Business,781,21908.350012
106311,Personal,790,10279.930023
106989,Education,736,28242.600028
153109,Home,767,17811.98009
119529,Home,702,9973.020016
20626,Personal,377,60276.170084
51233,Education,737,51580.430094
128911,Education,575,12334.510082
182724,Home,513,31916.980085
82519,Home,336,32599.000042
47104,Business,610,47449.960061
187429,Business,677,9256.900068
184775,Home,586,50199.340071
173491,Car,722,13596.250071
190986,Car,581,35787.43004
69183,Personal,553,33634.810081
53738,Car,429,56912.970058
23482,Business,759,48136.240035
68463,Education,593,32049.120005
30326,Education,740,57305.130063
84019,Car,556,28225.550046
166912,Home,578,59487.590031
120159,Business,672,4244.060089
160655,Home,636,38779.790051
78523,Business,843,15130.790071
126707,Business,599,4546.710045
39681,Car,513,49380.920014
118155,Personal,625,46222.320065
124537,Business,770,58694.740039
75936,Business,814,56158.480006
165053,Car,415,58822.62006
138967,Car,671,43992.97005
132450,Home,510,11443.630019
124852,Car,635,50975.140086
159580,Education,542,58741.630089
100397,Personal,364,40702.230035
65590,Education,317,31277.580001
56831,Education,367,56516.540087
91784,Education,378,29193.160076
90088,Education,544,45902.620076
88897,Home,592,47812.280057
141723,Car,583,47535.210086
90472,Home,523,54768.870003
140668,Business,830,64321.400075
186180,Home,740,41043.2401
49350,Business,703,39133.590093
57410,Education,658,30297.18005
194584,Personal,723,55438.10003
96978,Home,817,31691.060077
55501,Car,696,50365.590068
137264,Personal,534,7232.160066
113773,Car,415,64526.000014
73843,Personal,813,15680.670053
125030,Car,339,56635.900052
42043,Personal,724,36507.82009
175126,Home,664,55698.120011
39992,Personal,841,44896.650098
150149,Business,832,57654.660029
60227,Car,544,44316.930083
41263,Car,795,33886.310024
49056,Business,304,49513.060023
119547,Education,768,37803.650022
160621,Personal,842,49108.110001
184102,Personal,402,28136.040047
104891,Business,561,28792.480073
163822,Home,736,12406.98002
92241,Business,726,1584.190094
188878,Personal,559,19355.040059
107044,Business,667,30284.390018
109077,Home,644,33349.220042
182706,Business,586,60898.510002
145723,Business,470,13498.210039
161508,Personal,844,44952.060091
85962,Home,629,31077.240048
166628,Education,600,4418.830092
81413,Home,430,46307.570084
153231,Home,406,59679.400098
71558,Education,447,47411.590069
69418,Home,708,2833.140089
163421,Business,787,41137.020011
90537,Car,714,58076.660019
126919,Business,430,43911.980015
72661,Personal,819,35263.13001
146106,Personal,772,22991.060018
88155,Personal,800,28732.800001
167075,Home,378,52049.320062
138227,Business,660,29508.600002
86638,Education,617,58149.130027
129944,Home,576,20233.140094
90241,Education,687,6362.580043
85695,Business,661,24048.190035
196123,Home,831,28396.050044
101500,Personal,844,54389.500065
189053,Home,519,62087.78003
22656,Education,686,35386.750097
42157,Car,637,38668.960094
91192,Personal,657,25599.780027
103532,Education,622,27049.07002
123374,Home,437,42803.700056
54979,Home,704,14359.260082
197412,Business,523,10893.750042
27616,Education,586,9222.800059
158953,Car,606,47224.040047
75275,Education,597,42931.580012
51782,Home,803,13958.570098
182580,Business,434,37027.860079
52708,Personal,745,27760.920065
28027,Home,513,38894.88007
188849,Education,614,37991.210033
92979,Car,440,50173.770013
192199,Car,837,50335.750044
146630,Education,464,42645.990076
118877,Education,597,52040.790032
176880,Car,732,16759.110035
110943,Personal,575,37351.810002
97978,Education,749,20220.350073
86739,Car,433,16980.770066
107152,Education,307,34772.930065
121072,Car,643,63682.000054
115553,Education,712,52935.940089
80826,Car,365,37407.230047
154382,Home,670,21695.220078
171612,Business,547,40928.150028
159337,Education,348,2637.06007
188424,Business,619,49598.310032
152625,Car,843,19112.070025
53579,Car,426,32871.80004
67060,Car,423,18378.900068
21409,Personal,697,12897.180095
73951,Education,418,29261.370069
196143,Personal,326,1013.000037
171731,Personal,773,64462.060089
97178,Education,770,32500.960098
187447,Business,720,14056.61003
148931,Education,826,54994.790045
101733,Education,514,11878.410007
43489,Personal,697,55276.120022
98265,Home,782,26277.530067
197127,Business,781,47833.59003
161595,Car,414,50817.420095
71943,Education,694,47386.020093
143294,Personal,775,15944.950003
135877,Education,436,34512.91002
152707,Business,312,18374.64006
66314,Education,694,33639.070075
192752,Car,432,25169.250083
152871,Education,429,2359.990041
46065,Education,571,10876.700099
99880,Personal,642,29721.730056
60640,Business,474,40987.830088
151916,Personal,831,32812.130048
123685,Car,721,9614.960002
150364,Education,775,15147.840048
174795,Education,591,19947.550022
129950,Car,550,23370.430058
82401,Personal,339,42381.700017
127599,Car,445,42283.660031
82847,Personal,441,34521.44002
40820,Education,720,22837.600032
29446,Home,381,27053.330094
144503,Car,738,31473.660075
190275,Car,703,26145.390091
36185,Car,803,57791.070068
111594,Personal,486,43059.460069
39175,Home,304,27347.45002
195081,Education,617,43775.580088
67508,Car,441,23280.91004
20867,Car,535,20680.720025
92448,Home,773,35979.250038
76840,Education,625,18779.590031
68417,Business,493,46009.19001
134545,Education,378,27876.020049
133755,Personal,764,47854.900068
132981,Car,689,1933.730033
169146,Home,326,38873.570003
81778,Personal,684,25557.150044
79334,Car,651,8903.110082
56193,Home,343,24159.010061
148557,Car,349,15710.510059
180335,Home,479,63400.670027
168624,Education,597,4704.430016
117420,Education,620,37185.570009
124911,Home,555,1196.290091
110535,Car,605,1085.460052
150213,Car,630,50497.730039
33749,Personal,549,53639.280016
32007,Home,307,9039.510076
63804,Personal,757,8233.870037
109884,Education,338,43549.660063
69510,Education,706,11123.930069
162813,Education,596,42241.040039
59347,Car,837,54368.180099
38657,Car,311,25612.570072
74106,Personal,370,43038.150015
119209,Business,691,21119.7701
50105,Education,466,43340.790082
113903,Car,781,55062.990073
85525,Personal,687,37347.550054
41515,Education,589,24286.89008
27677,Personal,847,17368.660012
130301,Education,305,58720.320083
170309,Home,549,26942.500026
71782,Home,542,46964.020096
44309,Car,378,37270.82
85629,Education,415,39853.970054
115802,Personal,632,34619.48001
194152,Personal,812,53920.610021
175474,Car,442,53635.010081
56524,Home,808,60514.880035
145518,Education,700,57526.780004
55481,Personal,314,53102.190008
36215,Car,378,15100.950035
29995,Education,540,2117.02001
50538,Business,308,54926.590069
180916,Education,326,2901.340037
129560,Education,480,40216.290096
38771,Personal,411,61921.540025
58638,Car,373,29998.800006
74444,Home,572,3280.7101
145466,Personal,752,44112.330004
117062,Business,358,34039.76003
162159,Business,786,46380.040095
41246,Education,762,37300.660069
174209,Education,589,64641.090046
75875,Car,798,62889.160049
185934,Personal,759,60084.350052
22620,Personal,541,38907.670027
122219,Car,452,59709.240057
139993,Business,680,2845.930014
193445,Home,682,28174.400094
144037,Education,300,22296.250065
135620,Car,447,10936.370064
149772,Personal,686,49964.900017
163604,Home,714,45514.730069
58748,Business,773,31806.150089
174314,Home,489,3472.530093
162040,Business,739,60455.200092
117181,Home,634,27091.690027
119647,Education,625,3928.630093
83673,Car,311,25864.0601
69967,Home,799,59133.790085
63538,Personal,313,32829.180037
67546,Personal,533,61090.330069
152979,Home,716,17147.01001
113294,Education,300,35450.690049
94246,Education,753,8250.920096
126269,Business,355,4256.850031
191377,Home,522,32701.300002
120844,Home,478,28289.490086
151301,Personal,772,4406.040093
185761,Home,669,29014.130042
89220,Car,816,18442.840004
162901,Car,676,55996.500001
123668,Personal,653,40062.840064
27670,Business,839,54044.220061
111784,Personal,834,52812.330014
117644,Education,485,54325.560096
96422,Home,579,53357.940049
69545,Personal,369,58097.970023
115187,Personal,570,11865.620008
100459,Home,716,64862.750074
88983,Home,708,9286.740033
106045,Education,351,38941.770008
183973,Personal,406,23924.570079
100125,Education,332,62838.000003
28776,Business,372,42846.330096
168944,Car,680,19158.960045
33697,Personal,522,14090.710025
193520,Education,531,47603.410086
44434,Personal,683,62471.420097
78389,Business,789,8063.370009
98304,Business,750,31703.850037
132206,Personal,705,19508.500022
78920,Personal,621,43204.390083
40120,Business,525,49338.290018
151894,Business,323,3532.210064
80812,Personal,464,22948.430065
122014,Personal,784,44551.380091
197314,Car,342,31183.810056
95077,Business,342,5450.380079
105165,Education,836,22650.050061
23558,Business,826,11209.180043
135488,Education,575,11742.010048
89103,Home,703,10480.270054
132078,Home,648,37061.960038
185100,Car,369,42944.370024
98317,Business,792,21831.620011
65579,Business,609,17539.170088
184640,Business,562,32739.660064
119562,Car,811,32057.640062
89444,Personal,318,51951.280099
183297,Business,526,19930.500099
166420,Personal,420,41814.770006
82925,Car,653,34154.850003
156286,Business,459,30258.820091
79680,Personal,806,52569.360019
38599,Business,668,5105.110008
94710,Education,515,19303.890008
157748,Home,523,50463.630084
160039,Home,773,48988.760095
95785,Home,691,19781.300036
66207,Home,505,4776.89001
129339,Personal,665,34235.840073
163833,Education,409,47185.670036
68105,Education,531,48042.460073
31462,Car,723,11588.550088
122438,Personal,360,23494.040047
32585,Home,313,36460.930087
116993,Personal,340,16797.470085
187548,Home,395,27445.49004
127024,Home,824,40957.990019
102880,Education,760,52616.250076
103150,Personal,535,64730.610045
49457,Home,669,8834.900066
45615,Car,738,18754.010055
118162,Home,511,34005.66006
124197,Education,434,8707.020077
141581,Home,443,19308.150057
193098,Business,623,61495.280063
94807,Personal,555,11456.410027
24897,Personal,334,7807.610072
193780,Personal,784,55979.450011
178137,Personal,452,16102.670021
188128,Home,810,35050.000078
74958,Business,777,46362.990027
52749,Education,336,46111.490041
45658,Home,300,56955.59001
183615,Personal,679,39402.13003
139740,Home,573,19755.730008
30749,Personal,549,5957.640083
79182,Home,674,16047.250076
176903,Personal,781,37002.280042
103858,Personal,730,51985.380051
53230,Car,573,57241.190036
20769,Business,640,52219.820085
50373,Education,381,30663.770054
188336,Home,604,10194.68001
29838,Business,464,7227.900022
54045,Personal,421,6153.720068
67785,Education,473,23719.960015
194015,Education,591,51439.770045
197731,Education,618,12701.10002
32336,Car,719,5578.260023
190534,Home,645,39721.830047
198311,Home,534,57906.16002
185141,Car,629,48839.570007
48876,Car,725,19759.990017
120308,Home,625,25390.910014
116089,Car,555,36925.550031
28774,Education,475,50582.980042
33664,Car,500,62343.540037
167410,Home,723,34291.250085
194446,Personal,489,32722.610013
176403,Personal,780,5902.220066
38883,Education,306,64474.850095
188062,Personal,346,39389.350044
59704,Education,776,44913.700085
43442,Personal,301,17091.590034
